relation_id	parent_accession	child_accession	relation_type	source_database	query_id	verification_status	evidence_ids	notes
REL-P0008-01076	SRX3098309	SRR5939140	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01077	SRX3098309	SRR5939141	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01078	SRX3098309	SRR5939142	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01079	SRX3098309	SRR5939143	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01080	SRX3098309	SRR5939144	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01081	SRX3098309	SRR5939145	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01082	SRX3098309	SRR5939146	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01083	SRX3098309	SRR5939147	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01084	SRX3098310	SRR5939148	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01085	SRX3098310	SRR5939149	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01086	SRX3098310	SRR5939150	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01087	SRX3098310	SRR5939151	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01088	SRX3098310	SRR5939152	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01089	SRX3098310	SRR5939153	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01090	SRX3098310	SRR5939154	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01091	SRX3098310	SRR5939155	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01092	SRX3098310	SRR5939156	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01093	SRX3098310	SRR5939157	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01094	SRX3098310	SRR5939158	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01095	SRX3098310	SRR5939159	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01096	SRX3098310	SRR5939160	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01097	SRX3098310	SRR5939161	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01098	SRX3098310	SRR5939162	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01099	SRX3098310	SRR5939163	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01100	SRX3098310	SRR5939164	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01101	SRX3098310	SRR5939165	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01102	SRX3098310	SRR5939166	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01103	SRX3098310	SRR5939167	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01104	SRX3098310	SRR5939168	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01105	SRX3098310	SRR5939169	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01106	SRX3098310	SRR5939170	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01107	SRX3098310	SRR5939171	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01108	SRX3098310	SRR5939172	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01109	SRX3098310	SRR5939173	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01110	SRX3098310	SRR5939174	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01111	SRX3098310	SRR5939175	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01112	SRX3098310	SRR5939176	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01113	SRX3098310	SRR5939177	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01114	SRX3098310	SRR5939178	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01115	SRX3098310	SRR5939179	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01116	SRX3098310	SRR5939180	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01117	SRX3098310	SRR5939181	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01118	SRX3098310	SRR5939182	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01119	SRX3098310	SRR5939183	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01120	SRX3098310	SRR5939184	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01121	SRX3098310	SRR5939185	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01122	SRX3098310	SRR5939186	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01123	SRX3098310	SRR5939187	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01124	SRX3098310	SRR5939188	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01125	SRX3098310	SRR5939189	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01126	SRX3098310	SRR5939190	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01127	SRX3098310	SRR5939191	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01128	SRX3098310	SRR5939192	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01129	SRX3098310	SRR5939193	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01130	SRX3098310	SRR5939194	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01131	SRX3098310	SRR5939195	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01132	SRX3098311	SRR5939196	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01133	SRX3098311	SRR5939197	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01134	SRX3098311	SRR5939198	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01135	SRX3098311	SRR5939199	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01136	SRX3098311	SRR5939200	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01137	SRX3098311	SRR5939201	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01138	SRX3098311	SRR5939202	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01139	SRX3098311	SRR5939203	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01140	SRX3098311	SRR5939204	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01141	SRX3098311	SRR5939205	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01142	SRX3098311	SRR5939206	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01143	SRX3098311	SRR5939207	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01144	SRX3098311	SRR5939208	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01145	SRX3098311	SRR5939209	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01146	SRX3098311	SRR5939210	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01147	SRX3098311	SRR5939211	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01148	SRX3098311	SRR5939212	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01149	SRX3098311	SRR5939213	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01150	SRX3098311	SRR5939214	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01151	SRX3098311	SRR5939215	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01152	SRX3098311	SRR5939216	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01153	SRX3098311	SRR5939217	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01154	SRX3098311	SRR5939218	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01155	SRX3098311	SRR5939219	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01156	SRX3098311	SRR5939220	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01157	SRX3098311	SRR5939221	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01158	SRX3098311	SRR5939222	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01159	SRX3098311	SRR5939223	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01160	SRX3098311	SRR5939224	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01161	SRX3098311	SRR5939225	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01162	SRX3098311	SRR5939226	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01163	SRX3098311	SRR5939227	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01164	SRX3098311	SRR5939228	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01165	SRX3098311	SRR5939229	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01166	SRX3098311	SRR5939230	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01167	SRX3098311	SRR5939231	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01168	SRX3098311	SRR5939232	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01169	SRX3098311	SRR5939233	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01170	SRX3098311	SRR5939234	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01171	SRX3098311	SRR5939235	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01172	SRX3098311	SRR5939236	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01173	SRX3098311	SRR5939237	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01174	SRX3098311	SRR5939238	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01175	SRX3098312	SRR5939239	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01176	SRX3098312	SRR5939240	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01177	SRX3098312	SRR5939241	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01178	SRX3098312	SRR5939242	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01179	SRX3098312	SRR5939243	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01180	SRX3098312	SRR5939244	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01181	SRX3098312	SRR5939245	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01182	SRX3098312	SRR5939246	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01183	SRX3098312	SRR5939247	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01184	SRX3098312	SRR5939248	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01185	SRX3098312	SRR5939249	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01186	SRX3098312	SRR5939250	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01187	SRX3098312	SRR5939251	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01188	SRX3098312	SRR5939252	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01189	SRX3098312	SRR5939253	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01190	SRX3098312	SRR5939254	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01191	SRX3098312	SRR5939255	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01192	SRX3098312	SRR5939256	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01193	SRX3098312	SRR5939257	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01194	SRX3098312	SRR5939258	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01195	SRX3098312	SRR5939259	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01196	SRX3098312	SRR5939260	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01197	SRX3098312	SRR5939261	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01198	SRX3098312	SRR5939262	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01199	SRX3098312	SRR5939263	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01200	SRX3098312	SRR5939264	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01201	SRX3098312	SRR5939265	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01202	SRX3098312	SRR5939266	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01203	SRX3098312	SRR5939267	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01204	SRX3098312	SRR5939268	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01205	SRX3098312	SRR5939269	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01206	SRX3098312	SRR5939270	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01207	SRX3098312	SRR5939271	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01208	SRX3098312	SRR5939272	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01209	SRX3098312	SRR5939273	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01210	SRX3098312	SRR5939274	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01211	SRX3098312	SRR5939275	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01212	SRX3098312	SRR5939276	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01213	SRX3098312	SRR5939277	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01214	SRX3098312	SRR5939278	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01215	SRX3098312	SRR5939279	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01216	SRX3098313	SRR5939280	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01217	SRX3098313	SRR5939281	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01218	SRX3098313	SRR5939282	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01219	SRX3098313	SRR5939283	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01220	SRX3098313	SRR5939284	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01221	SRX3098313	SRR5939285	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01222	SRX3098313	SRR5939286	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01223	SRX3098313	SRR5939287	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01224	SRX3098313	SRR5939288	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01225	SRX3098313	SRR5939289	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01226	SRX3098313	SRR5939290	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01227	SRX3098313	SRR5939291	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01228	SRX3098313	SRR5939292	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01229	SRX3098313	SRR5939293	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01230	SRX3098313	SRR5939294	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01231	SRX3098313	SRR5939295	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01232	SRX3098313	SRR5939296	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01233	SRX3098313	SRR5939297	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01234	SRX3098313	SRR5939298	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01235	SRX3098313	SRR5939299	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01236	SRX3098313	SRR5939300	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01237	SRX3098313	SRR5939301	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01238	SRX3098313	SRR5939302	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01239	SRX3098313	SRR5939303	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01240	SRX3098313	SRR5939304	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01241	SRX3098313	SRR5939305	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01242	SRX3098313	SRR5939306	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01243	SRX3098313	SRR5939307	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01244	SRX3098313	SRR5939308	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01245	SRX3098313	SRR5939309	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01246	SRX3098313	SRR5939310	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01247	SRX3098313	SRR5939311	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01248	SRX3098313	SRR5939312	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01249	SRX3098313	SRR5939313	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01250	SRX3098313	SRR5939314	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01251	SRX3098313	SRR5939315	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01252	SRX3098313	SRR5939316	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01253	SRX3098313	SRR5939317	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01254	SRX3098313	SRR5939318	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01255	SRX3098313	SRR5939319	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
REL-P0008-01256	SRX3098313	SRR5939320	experiment_has_run	NCBI|ENA	Q0003|Q0004	verified	E-P0008-009|E-P0008-010	两库集合一致
