sample_timepoint_id	experiment_id	species_scientific	species_common	taxonomy_id	cell_line_or_tissue	sample_name_original	sample_name_standardized	genotype_or_construct	synchronization_method	synchronization_reagent	synchronization_dose	synchronization_duration	arrest_point	time_zero_definition	sampling_time	sampling_time_unit	cell_cycle_phase	phase_evidence_type	phase_evidence_rule	pooled_status	evidence_ids	notes	condition_id	replicate_id	batch_id	gsm_accession	archive_sample_id
ST-P0007-023	EX-P0007-001	Homo sapiens	human	9606	cervical carcinoma	ChIP-Seq: SMC3 PDS5-depleted rep1	GSM2747760	Pds5SA/B depletion	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0007-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0007-023	R-P0007-023	B-P0007-023	GSM2747760	AS-P0007-023
ST-P0007-024	EX-P0007-001	Homo sapiens	human	9606	cervical carcinoma	ChIP-Seq: SMC3 PDS5-depleted rep2	GSM2747761	Pds5SA/B depletion	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0007-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0007-024	R-P0007-024	B-P0007-024	GSM2747761	AS-P0007-024
ST-P0007-025	EX-P0007-001	Homo sapiens	human	9606	cervical carcinoma	ChIP-Seq: SMC3 WAPL+PDS5-depleted rep1	GSM2747762	Wapl/Pds5A/B depletion	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0007-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0007-025	R-P0007-025	B-P0007-025	GSM2747762	AS-P0007-025
ST-P0007-026	EX-P0007-001	Homo sapiens	human	9606	cervical carcinoma	ChIP-Seq: SMC3 WAPL+PDS5-depleted rep2	GSM2747763	Wapl/Pds5A/B depletion	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0007-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0007-026	R-P0007-026	B-P0007-026	GSM2747763	AS-P0007-026
ST-P0007-027	EX-P0007-001	Homo sapiens	human	9606	cervical carcinoma	ChIP-Seq: CTCF control	GSM2747764	w.t.	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0007-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0007-027	R-P0007-027	B-P0007-027	GSM2747764	AS-P0007-027
ST-P0007-028	EX-P0007-001	Homo sapiens	human	9606	cervical carcinoma	ChIP-Seq: CTCF WAPL-depleted	GSM2747765	Wapl-depleted	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0007-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0007-028	R-P0007-028	B-P0007-028	GSM2747765	AS-P0007-028
ST-P0007-029	EX-P0007-001	Homo sapiens	human	9606	cervical carcinoma	ChIP-Seq: CTCF PDS5-depleted	GSM2747766	Pds5SA/B depletion	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0007-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0007-029	R-P0007-029	B-P0007-029	GSM2747766	AS-P0007-029
ST-P0007-030	EX-P0007-001	Homo sapiens	human	9606	cervical carcinoma	ChIP-Seq: CTCF WAPL-+PDS%-depleted	GSM2747767	Wapl/Pds5A/B depletion	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0007-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0007-030	R-P0007-030	B-P0007-030	GSM2747767	AS-P0007-030
ST-P0016-001	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_CAP-H-Halo_G2(biol rep1)_ChIP-Seq	GSM8035585	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-001	R-P0016-001	B-P0016-001	GSM8035585	AS-P0016-001
ST-P0016-002	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_CAP-H-Halo_G2(biol rep2)_ChIP-Seq	GSM8035586	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-002	R-P0016-002	B-P0016-002	GSM8035586	AS-P0016-002
ST-P0016-003	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_CAP-H-Halo_5min(biol rep1)_ChIP-Seq	GSM8035587	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-003	R-P0016-003	B-P0016-003	GSM8035587	AS-P0016-003
ST-P0016-004	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_CAP-H-Halo_5min(biol rep2)_ChIP-Seq	GSM8035588	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-004	R-P0016-004	B-P0016-004	GSM8035588	AS-P0016-004
ST-P0016-005	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_CAP-H-Halo_7.5min(biol rep1)_ChIP-Seq	GSM8035589	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-005	R-P0016-005	B-P0016-005	GSM8035589	AS-P0016-005
ST-P0016-006	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_CAP-H-Halo_7.5min(biol rep2)_ChIP-Seq	GSM8035590	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-006	R-P0016-006	B-P0016-006	GSM8035590	AS-P0016-006
ST-P0016-007	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_CAP-H-Halo_30min(biol rep1)_ChIP-Seq	GSM8035591	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-007	R-P0016-007	B-P0016-007	GSM8035591	AS-P0016-007
ST-P0016-008	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_CAP-H-Halo_30min(biol rep2)_ChIP-Seq	GSM8035592	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-008	R-P0016-008	B-P0016-008	GSM8035592	AS-P0016-008
ST-P0016-009	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_Halo_CAP-H2_G2(biol rep1)_ChIP-Seq	GSM8035593	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-009	R-P0016-009	B-P0016-009	GSM8035593	AS-P0016-009
ST-P0016-010	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_Halo_CAP-H2_G2(biol rep2)_ChIP-Seq	GSM8035594	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-010	R-P0016-010	B-P0016-010	GSM8035594	AS-P0016-010
ST-P0016-011	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_Halo_CAP-H2_5min(biol rep1)_ChIP-Seq	GSM8035595	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-011	R-P0016-011	B-P0016-011	GSM8035595	AS-P0016-011
ST-P0016-012	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_Halo_CAP-H2_5min(biol rep2)_ChIP-Seq	GSM8035596	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-012	R-P0016-012	B-P0016-012	GSM8035596	AS-P0016-012
ST-P0016-013	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_Halo_CAP-H2_7.5min(biol rep1)_ChIP-Seq	GSM8035597	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-013	R-P0016-013	B-P0016-013	GSM8035597	AS-P0016-013
ST-P0016-014	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_Halo_CAP-H2_7.5min(biol rep2)_ChIP-Seq	GSM8035598	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-014	R-P0016-014	B-P0016-014	GSM8035598	AS-P0016-014
ST-P0016-015	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_Halo_CAP-H2_30min(biol rep1)_ChIP-Seq	GSM8035599	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-015	R-P0016-015	B-P0016-015	GSM8035599	AS-P0016-015
ST-P0016-016	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_Halo_CAP-H2_30min (biol rep2)_ChIP-Seq	GSM8035600	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-016	R-P0016-016	B-P0016-016	GSM8035600	AS-P0016-016
ST-P0016-017	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_CAP-H-Halo_G2_Input(biol rep1)_ChIP-Seq	GSM8035601	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-017	R-P0016-017	B-P0016-017	GSM8035601	AS-P0016-017
ST-P0016-018	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_CAP-H-Halo_G2_Input(biol rep2)_ChIP-Seq	GSM8035602	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-018	R-P0016-018	B-P0016-018	GSM8035602	AS-P0016-018
ST-P0016-019	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_CAP-H-Halo_5min_Input(biol rep1)_ChIP-Seq	GSM8035603	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-019	R-P0016-019	B-P0016-019	GSM8035603	AS-P0016-019
ST-P0016-020	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_CAP-H-Halo_5min_Input(biol rep2)_ChIP-Seq	GSM8035604	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-020	R-P0016-020	B-P0016-020	GSM8035604	AS-P0016-020
ST-P0016-021	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_CAP-H-Halo_7.5min_Input(biol rep1)_ChIP-Seq	GSM8035605	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-021	R-P0016-021	B-P0016-021	GSM8035605	AS-P0016-021
ST-P0016-022	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_CAP-H-Halo_7.5min_Input(biol rep2)_ChIP-Seq	GSM8035606	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-022	R-P0016-022	B-P0016-022	GSM8035606	AS-P0016-022
ST-P0016-023	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_CAP-H-Halo_30min_Input(biol rep1)_ChIP-Seq	GSM8035607	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-023	R-P0016-023	B-P0016-023	GSM8035607	AS-P0016-023
ST-P0016-024	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_CAP-H-Halo_30min_Input(biol rep2)_ChIP-Seq	GSM8035608	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-024	R-P0016-024	B-P0016-024	GSM8035608	AS-P0016-024
ST-P0016-025	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_Halo_CAP-H2_G2_Input (biol rep1)_ChIP-Seq	GSM8035609	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-025	R-P0016-025	B-P0016-025	GSM8035609	AS-P0016-025
ST-P0016-026	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_Halo_CAP-H2_G2_Input(biol rep2)_ChIP-Seq	GSM8035610	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-026	R-P0016-026	B-P0016-026	GSM8035610	AS-P0016-026
ST-P0016-027	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_Halo_CAP-H2_5min_Input(biol rep1)_ChIP-Seq	GSM8035611	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-027	R-P0016-027	B-P0016-027	GSM8035611	AS-P0016-027
ST-P0016-028	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_Halo_CAP-H2_5min_Input(biol rep2)_ChIP-Seq	GSM8035612	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-028	R-P0016-028	B-P0016-028	GSM8035612	AS-P0016-028
ST-P0016-029	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_Halo_CAP-H2_7.5min_Input(biol rep1)_ChIP-Seq	GSM8035613	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-029	R-P0016-029	B-P0016-029	GSM8035613	AS-P0016-029
ST-P0016-030	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_Halo_CAP-H2_7.5min_Input(biol rep2)_ChIP-Seq	GSM8035614	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-030	R-P0016-030	B-P0016-030	GSM8035614	AS-P0016-030
ST-P0016-031	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_Halo_CAP-H2_30min_Input(biol rep1)_ChIP-Seq	GSM8035615	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-031	R-P0016-031	B-P0016-031	GSM8035615	AS-P0016-031
ST-P0016-032	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_Halo_CAP-H2_30min_Input(biol rep2)_ChIP-Seq	GSM8035616	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-032	R-P0016-032	B-P0016-032	GSM8035616	AS-P0016-032
ST-P0016-033	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_subclone_1(biol rep1)_CENP-A_ChIP	GSM8035617	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-033	R-P0016-033	B-P0016-033	GSM8035617	AS-P0016-033
ST-P0016-034	EX-P0016-001	Gallus gallus	NR	NR	Bursa	WT_CDK1as_subclone_1 (biol rep2)_CENP-A_ChIP	GSM8035618	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-034	R-P0016-034	B-P0016-034	GSM8035618	AS-P0016-034
ST-P0016-035	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC2-AID_CDK1as_subclone_1(biol rep1)_CENP-A_ChIP	GSM8035619	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-035	R-P0016-035	B-P0016-035	GSM8035619	AS-P0016-035
ST-P0016-036	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC2-AID_CDK1as_subclone_1 (biol rep2)_CENP-A_ChIP	GSM8035620	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-036	R-P0016-036	B-P0016-036	GSM8035620	AS-P0016-036
ST-P0016-037	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC3-AID_CDK1as_subclone_1(biol rep1)_CENP-A_ChIP	GSM8035621	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-037	R-P0016-037	B-P0016-037	GSM8035621	AS-P0016-037
ST-P0016-038	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC3-AID_CDK1as_subclone_1 (biol rep2)_CENP-A_ChIP	GSM8035622	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-038	R-P0016-038	B-P0016-038	GSM8035622	AS-P0016-038
ST-P0016-039	EX-P0016-001	Gallus gallus	NR	NR	Bursa	CAP-H_Halo_CDK1as(biol rep1)_CENP-A_ChIP	GSM8035623	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-039	R-P0016-039	B-P0016-039	GSM8035623	AS-P0016-039
ST-P0016-040	EX-P0016-001	Gallus gallus	NR	NR	Bursa	Halo-CAP-H2_CDK1as(biol rep1)_CENP-A_ChIP	GSM8035624	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-040	R-P0016-040	B-P0016-040	GSM8035624	AS-P0016-040
ST-P0016-041	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC2au_G2_P1_rep1	GSM8047983	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-041	R-P0016-041	B-P0016-041	GSM8047983	AS-P0016-041
ST-P0016-042	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC2au_G2_P2_rep1	GSM8047984	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-042	R-P0016-042	B-P0016-042	GSM8047984	AS-P0016-042
ST-P0016-043	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC2au_G2_P3_rep1	GSM8047985	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-043	R-P0016-043	B-P0016-043	GSM8047985	AS-P0016-043
ST-P0016-044	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC2au_M_P1_rep1	GSM8047986	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-044	R-P0016-044	B-P0016-044	GSM8047986	AS-P0016-044
ST-P0016-045	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC2au_M_P2_rep1	GSM8047987	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-045	R-P0016-045	B-P0016-045	GSM8047987	AS-P0016-045
ST-P0016-046	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC2au_M_P3_rep1	GSM8047988	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-046	R-P0016-046	B-P0016-046	GSM8047988	AS-P0016-046
ST-P0016-047	EX-P0016-001	Gallus gallus	NR	NR	Bursa	wt_G2_P1_rep1	GSM8047989	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-047	R-P0016-047	B-P0016-047	GSM8047989	AS-P0016-047
ST-P0016-048	EX-P0016-001	Gallus gallus	NR	NR	Bursa	wt_G2_P2_rep1	GSM8047990	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-048	R-P0016-048	B-P0016-048	GSM8047990	AS-P0016-048
ST-P0016-049	EX-P0016-001	Gallus gallus	NR	NR	Bursa	wt_G2_P3_rep1	GSM8047991	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-049	R-P0016-049	B-P0016-049	GSM8047991	AS-P0016-049
ST-P0016-050	EX-P0016-001	Gallus gallus	NR	NR	Bursa	wt_M_P1_rep1	GSM8047992	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-050	R-P0016-050	B-P0016-050	GSM8047992	AS-P0016-050
ST-P0016-051	EX-P0016-001	Gallus gallus	NR	NR	Bursa	wt_M_P2_rep1	GSM8047993	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-051	R-P0016-051	B-P0016-051	GSM8047993	AS-P0016-051
ST-P0016-052	EX-P0016-001	Gallus gallus	NR	NR	Bursa	wt_M_P3_rep1	GSM8047994	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-052	R-P0016-052	B-P0016-052	GSM8047994	AS-P0016-052
ST-P0016-053	EX-P0016-001	Gallus gallus	NR	NR	Bursa	wt_G2_P1_rep2	GSM8047995	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-053	R-P0016-053	B-P0016-053	GSM8047995	AS-P0016-053
ST-P0016-054	EX-P0016-001	Gallus gallus	NR	NR	Bursa	wt_G2_P2_rep2	GSM8047996	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-054	R-P0016-054	B-P0016-054	GSM8047996	AS-P0016-054
ST-P0016-055	EX-P0016-001	Gallus gallus	NR	NR	Bursa	wt_G2_P3_rep2	GSM8047997	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-055	R-P0016-055	B-P0016-055	GSM8047997	AS-P0016-055
ST-P0016-056	EX-P0016-001	Gallus gallus	NR	NR	Bursa	wt_M_P1_rep2	GSM8047998	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-056	R-P0016-056	B-P0016-056	GSM8047998	AS-P0016-056
ST-P0016-057	EX-P0016-001	Gallus gallus	NR	NR	Bursa	wt_M_P2_rep2	GSM8047999	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-057	R-P0016-057	B-P0016-057	GSM8047999	AS-P0016-057
ST-P0016-058	EX-P0016-001	Gallus gallus	NR	NR	Bursa	wt_M_P3_rep2	GSM8048000	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-058	R-P0016-058	B-P0016-058	GSM8048000	AS-P0016-058
ST-P0016-059	EX-P0016-001	Gallus gallus	NR	NR	Bursa	wt_Mnoc_P1_rep1	GSM8048001	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-059	R-P0016-059	B-P0016-059	GSM8048001	AS-P0016-059
ST-P0016-060	EX-P0016-001	Gallus gallus	NR	NR	Bursa	wt_Mnoc_P2_rep1	GSM8048002	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-060	R-P0016-060	B-P0016-060	GSM8048002	AS-P0016-060
ST-P0016-061	EX-P0016-001	Gallus gallus	NR	NR	Bursa	wt_Mnoc_P3_rep1	GSM8048003	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-061	R-P0016-061	B-P0016-061	GSM8048003	AS-P0016-061
ST-P0016-062	EX-P0016-001	Gallus gallus	NR	NR	Bursa	wt_Mnoc_P1_rep2	GSM8048004	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-062	R-P0016-062	B-P0016-062	GSM8048004	AS-P0016-062
ST-P0016-063	EX-P0016-001	Gallus gallus	NR	NR	Bursa	wt_Mnoc_P2_rep2	GSM8048005	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-063	R-P0016-063	B-P0016-063	GSM8048005	AS-P0016-063
