catalog_row_id	paper_id	experiment_id	condition_id	replicate_id	batch_id	sample_timepoint_id	archive_sample_id	perturbation_id	accession_record_id	file_id	paper_title	doi	own_data_status	biological_sample_origin_status	library_origin_status	sequencing_generation_status	analysis_usage_status	species_scientific	cell_line_or_tissue	sample_name_original	assay_type	detection_target	synchronization_method	time_zero_definition	sampling_time	sampling_time_unit	cell_cycle_phase	phase_evidence_type	perturbation_type	direct_target	expected_effect	observed_validation	gsm_accession	biosample_accession	sra_sample_accession	experiment_accession	run_accession	download_url	file_size_bytes	md5	online_verification_status	evidence_ids	notes
CAT-P0006-000001-F1	P0006	EX-P0006-001	C-P0006-001	R-P0006-001	B-P0006-001	ST-P0006-001	AS-P0006-001	NA	AC-P0006-001-001	RF-P0006-SRR5168118-1	Two independent modes of chromatin organization revealed by cohesin removal	10.1038/nature24281	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Mus musculus	TCC_WT	HiC-TCC_WT_Rep1	ChIP-Seq|Hi-C|RNA-Seq	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM2453279	SAMN06217804	SRS1915320	SRX2485040	SRR5168118	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/008/SRR5168118/SRR5168118.fastq.gz	43077275	d8500a939158e866d58b3172456a72f9	verified_metadata_record	E-P0006-002|E-P0006-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0006-000001-F2	P0006	EX-P0006-001	C-P0006-001	R-P0006-001	B-P0006-001	ST-P0006-001	AS-P0006-001	NA	AC-P0006-001-001	RF-P0006-SRR5168118-2	Two independent modes of chromatin organization revealed by cohesin removal	10.1038/nature24281	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Mus musculus	TCC_WT	HiC-TCC_WT_Rep1	ChIP-Seq|Hi-C|RNA-Seq	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM2453279	SAMN06217804	SRS1915320	SRX2485040	SRR5168118	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/008/SRR5168118/SRR5168118_1.fastq.gz	788667671	daffffc30a30296b33abf5313007f13c	verified_metadata_record	E-P0006-002|E-P0006-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0006-000001-F3	P0006	EX-P0006-001	C-P0006-001	R-P0006-001	B-P0006-001	ST-P0006-001	AS-P0006-001	NA	AC-P0006-001-001	RF-P0006-SRR5168118-3	Two independent modes of chromatin organization revealed by cohesin removal	10.1038/nature24281	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Mus musculus	TCC_WT	HiC-TCC_WT_Rep1	ChIP-Seq|Hi-C|RNA-Seq	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM2453279	SAMN06217804	SRS1915320	SRX2485040	SRR5168118	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/008/SRR5168118/SRR5168118_2.fastq.gz	803255341	766d21438a3e54da454e636599c992b8	verified_metadata_record	E-P0006-002|E-P0006-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0006-000002-F1	P0006	EX-P0006-001	C-P0006-001	R-P0006-001	B-P0006-001	ST-P0006-001	AS-P0006-001	NA	AC-P0006-001-002	RF-P0006-SRR5168119-1	Two independent modes of chromatin organization revealed by cohesin removal	10.1038/nature24281	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Mus musculus	TCC_WT	HiC-TCC_WT_Rep1	ChIP-Seq|Hi-C|RNA-Seq	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM2453279	SAMN06217804	SRS1915320	SRX2485040	SRR5168119	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/009/SRR5168119/SRR5168119.fastq.gz	41430720	a9ebe3dc9604ad425cd538a36f5c8f3f	verified_metadata_record	E-P0006-002|E-P0006-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0006-000002-F2	P0006	EX-P0006-001	C-P0006-001	R-P0006-001	B-P0006-001	ST-P0006-001	AS-P0006-001	NA	AC-P0006-001-002	RF-P0006-SRR5168119-2	Two independent modes of chromatin organization revealed by cohesin removal	10.1038/nature24281	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Mus musculus	TCC_WT	HiC-TCC_WT_Rep1	ChIP-Seq|Hi-C|RNA-Seq	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM2453279	SAMN06217804	SRS1915320	SRX2485040	SRR5168119	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/009/SRR5168119/SRR5168119_1.fastq.gz	738186481	aa774711125c6661af111e3116bda4b1	verified_metadata_record	E-P0006-002|E-P0006-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0006-000002-F3	P0006	EX-P0006-001	C-P0006-001	R-P0006-001	B-P0006-001	ST-P0006-001	AS-P0006-001	NA	AC-P0006-001-002	RF-P0006-SRR5168119-3	Two independent modes of chromatin organization revealed by cohesin removal	10.1038/nature24281	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Mus musculus	TCC_WT	HiC-TCC_WT_Rep1	ChIP-Seq|Hi-C|RNA-Seq	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM2453279	SAMN06217804	SRS1915320	SRX2485040	SRR5168119	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/009/SRR5168119/SRR5168119_2.fastq.gz	752524939	a64349c1e5c0e42ff465440dc4654276	verified_metadata_record	E-P0006-002|E-P0006-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0006-000003-F1	P0006	EX-P0006-001	C-P0006-001	R-P0006-001	B-P0006-001	ST-P0006-001	AS-P0006-001	NA	AC-P0006-001-003	RF-P0006-SRR5168120-1	Two independent modes of chromatin organization revealed by cohesin removal	10.1038/nature24281	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Mus musculus	TCC_WT	HiC-TCC_WT_Rep1	ChIP-Seq|Hi-C|RNA-Seq	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM2453279	SAMN06217804	SRS1915320	SRX2485040	SRR5168120	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/000/SRR5168120/SRR5168120.fastq.gz	41537804	0a2c31a9915c599bce518c8ca436095b	verified_metadata_record	E-P0006-002|E-P0006-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0006-000003-F2	P0006	EX-P0006-001	C-P0006-001	R-P0006-001	B-P0006-001	ST-P0006-001	AS-P0006-001	NA	AC-P0006-001-003	RF-P0006-SRR5168120-2	Two independent modes of chromatin organization revealed by cohesin removal	10.1038/nature24281	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Mus musculus	TCC_WT	HiC-TCC_WT_Rep1	ChIP-Seq|Hi-C|RNA-Seq	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM2453279	SAMN06217804	SRS1915320	SRX2485040	SRR5168120	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/000/SRR5168120/SRR5168120_1.fastq.gz	741331396	266c790b694df942ec60ea33872760ce	verified_metadata_record	E-P0006-002|E-P0006-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0006-000003-F3	P0006	EX-P0006-001	C-P0006-001	R-P0006-001	B-P0006-001	ST-P0006-001	AS-P0006-001	NA	AC-P0006-001-003	RF-P0006-SRR5168120-3	Two independent modes of chromatin organization revealed by cohesin removal	10.1038/nature24281	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Mus musculus	TCC_WT	HiC-TCC_WT_Rep1	ChIP-Seq|Hi-C|RNA-Seq	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM2453279	SAMN06217804	SRS1915320	SRX2485040	SRR5168120	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/000/SRR5168120/SRR5168120_2.fastq.gz	754526818	48f83fc068ee0af64b3e0dcb75386372	verified_metadata_record	E-P0006-002|E-P0006-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0006-000004-F1	P0006	EX-P0006-001	C-P0006-001	R-P0006-001	B-P0006-001	ST-P0006-001	AS-P0006-001	NA	AC-P0006-001-004	RF-P0006-SRR5168121-1	Two independent modes of chromatin organization revealed by cohesin removal	10.1038/nature24281	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Mus musculus	TCC_WT	HiC-TCC_WT_Rep1	ChIP-Seq|Hi-C|RNA-Seq	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM2453279	SAMN06217804	SRS1915320	SRX2485040	SRR5168121	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/001/SRR5168121/SRR5168121.fastq.gz	42243746	607cc226b749bb41fb31d22dd5a0d94e	verified_metadata_record	E-P0006-002|E-P0006-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
