catalog_row_id	paper_id	experiment_id	condition_id	replicate_id	batch_id	sample_timepoint_id	archive_sample_id	perturbation_id	accession_record_id	file_id	paper_title	doi	own_data_status	biological_sample_origin_status	library_origin_status	sequencing_generation_status	analysis_usage_status	species_scientific	cell_line_or_tissue	sample_name_original	assay_type	detection_target	synchronization_method	time_zero_definition	sampling_time	sampling_time_unit	cell_cycle_phase	phase_evidence_type	perturbation_type	direct_target	expected_effect	observed_validation	gsm_accession	biosample_accession	sra_sample_accession	experiment_accession	run_accession	download_url	file_size_bytes	md5	online_verification_status	evidence_ids	notes
CAT-P0016-000001-F1	P0016	EX-P0016-001	C-P0016-001	R-P0016-001	B-P0016-001	ST-P0016-001	AS-P0016-001	NA	AC-P0016-001-001	RF-P0016-SRR27723071-1	Vertebrate centromeres in mitosis are functionally bipartite structures stabilized by cohesin	10.1016/j.cell.2024.04.014	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Gallus gallus	Bursa	WT_CDK1as_CAP-H-Halo_G2(biol rep1)_ChIP-Seq	ChIP-Seq|OTHER	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM8035585	SAMN39605723	SRS20250112	SRX23388981	SRR27723071	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/071/SRR27723071/SRR27723071_1.fastq.gz	1018103237	494558f33308e7fb3fba2e7b2181e100	verified_metadata_record	E-P0016-002|E-P0016-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0016-000001-F2	P0016	EX-P0016-001	C-P0016-001	R-P0016-001	B-P0016-001	ST-P0016-001	AS-P0016-001	NA	AC-P0016-001-001	RF-P0016-SRR27723071-2	Vertebrate centromeres in mitosis are functionally bipartite structures stabilized by cohesin	10.1016/j.cell.2024.04.014	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Gallus gallus	Bursa	WT_CDK1as_CAP-H-Halo_G2(biol rep1)_ChIP-Seq	ChIP-Seq|OTHER	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM8035585	SAMN39605723	SRS20250112	SRX23388981	SRR27723071	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/071/SRR27723071/SRR27723071_2.fastq.gz	1017049703	488de3993680f9a04b5b57c866b5cc9e	verified_metadata_record	E-P0016-002|E-P0016-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0016-000002-F1	P0016	EX-P0016-001	C-P0016-002	R-P0016-002	B-P0016-002	ST-P0016-002	AS-P0016-002	NA	AC-P0016-002-001	RF-P0016-SRR27723070-1	Vertebrate centromeres in mitosis are functionally bipartite structures stabilized by cohesin	10.1016/j.cell.2024.04.014	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Gallus gallus	Bursa	WT_CDK1as_CAP-H-Halo_G2(biol rep2)_ChIP-Seq	ChIP-Seq|OTHER	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM8035586	SAMN39605722	SRS20250113	SRX23388982	SRR27723070	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/070/SRR27723070/SRR27723070_1.fastq.gz	1239780875	484de3f5095e807196e1189866e30c41	verified_metadata_record	E-P0016-002|E-P0016-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0016-000002-F2	P0016	EX-P0016-001	C-P0016-002	R-P0016-002	B-P0016-002	ST-P0016-002	AS-P0016-002	NA	AC-P0016-002-001	RF-P0016-SRR27723070-2	Vertebrate centromeres in mitosis are functionally bipartite structures stabilized by cohesin	10.1016/j.cell.2024.04.014	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Gallus gallus	Bursa	WT_CDK1as_CAP-H-Halo_G2(biol rep2)_ChIP-Seq	ChIP-Seq|OTHER	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM8035586	SAMN39605722	SRS20250113	SRX23388982	SRR27723070	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/070/SRR27723070/SRR27723070_2.fastq.gz	1239044974	c43a8a26ba4fa66f464607490c6779e2	verified_metadata_record	E-P0016-002|E-P0016-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0016-000003-F1	P0016	EX-P0016-001	C-P0016-003	R-P0016-003	B-P0016-003	ST-P0016-003	AS-P0016-003	NA	AC-P0016-003-001	RF-P0016-SRR27723069-1	Vertebrate centromeres in mitosis are functionally bipartite structures stabilized by cohesin	10.1016/j.cell.2024.04.014	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Gallus gallus	Bursa	WT_CDK1as_CAP-H-Halo_5min(biol rep1)_ChIP-Seq	ChIP-Seq|OTHER	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM8035587	SAMN39605721	SRS20250114	SRX23388983	SRR27723069	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/069/SRR27723069/SRR27723069_1.fastq.gz	906918241	250202cd9090a9bf0a4178ef1c70c0e1	verified_metadata_record	E-P0016-002|E-P0016-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0016-000003-F2	P0016	EX-P0016-001	C-P0016-003	R-P0016-003	B-P0016-003	ST-P0016-003	AS-P0016-003	NA	AC-P0016-003-001	RF-P0016-SRR27723069-2	Vertebrate centromeres in mitosis are functionally bipartite structures stabilized by cohesin	10.1016/j.cell.2024.04.014	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Gallus gallus	Bursa	WT_CDK1as_CAP-H-Halo_5min(biol rep1)_ChIP-Seq	ChIP-Seq|OTHER	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM8035587	SAMN39605721	SRS20250114	SRX23388983	SRR27723069	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/069/SRR27723069/SRR27723069_2.fastq.gz	906324532	59c7ea9c39cc69b8d4a46b273ac75fc6	verified_metadata_record	E-P0016-002|E-P0016-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0016-000004-F1	P0016	EX-P0016-001	C-P0016-004	R-P0016-004	B-P0016-004	ST-P0016-004	AS-P0016-004	NA	AC-P0016-004-001	RF-P0016-SRR27723068-1	Vertebrate centromeres in mitosis are functionally bipartite structures stabilized by cohesin	10.1016/j.cell.2024.04.014	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Gallus gallus	Bursa	WT_CDK1as_CAP-H-Halo_5min(biol rep2)_ChIP-Seq	ChIP-Seq|OTHER	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM8035588	SAMN39605720	SRS20250115	SRX23388984	SRR27723068	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/068/SRR27723068/SRR27723068_1.fastq.gz	1342790439	a32fc24a92c1153100c0837a3be751b5	verified_metadata_record	E-P0016-002|E-P0016-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0016-000004-F2	P0016	EX-P0016-001	C-P0016-004	R-P0016-004	B-P0016-004	ST-P0016-004	AS-P0016-004	NA	AC-P0016-004-001	RF-P0016-SRR27723068-2	Vertebrate centromeres in mitosis are functionally bipartite structures stabilized by cohesin	10.1016/j.cell.2024.04.014	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Gallus gallus	Bursa	WT_CDK1as_CAP-H-Halo_5min(biol rep2)_ChIP-Seq	ChIP-Seq|OTHER	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM8035588	SAMN39605720	SRS20250115	SRX23388984	SRR27723068	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/068/SRR27723068/SRR27723068_2.fastq.gz	1341237664	ebb09b1a65c2bf901ba603f30d277f22	verified_metadata_record	E-P0016-002|E-P0016-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0016-000005-F1	P0016	EX-P0016-001	C-P0016-005	R-P0016-005	B-P0016-005	ST-P0016-005	AS-P0016-005	NA	AC-P0016-005-001	RF-P0016-SRR27723067-1	Vertebrate centromeres in mitosis are functionally bipartite structures stabilized by cohesin	10.1016/j.cell.2024.04.014	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Gallus gallus	Bursa	WT_CDK1as_CAP-H-Halo_7.5min(biol rep1)_ChIP-Seq	ChIP-Seq|OTHER	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM8035589	SAMN39605719	SRS20250116	SRX23388985	SRR27723067	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/067/SRR27723067/SRR27723067_1.fastq.gz	881218323	6682498a0a811178046b4a4a807f90c7	verified_metadata_record	E-P0016-002|E-P0016-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0016-000005-F2	P0016	EX-P0016-001	C-P0016-005	R-P0016-005	B-P0016-005	ST-P0016-005	AS-P0016-005	NA	AC-P0016-005-001	RF-P0016-SRR27723067-2	Vertebrate centromeres in mitosis are functionally bipartite structures stabilized by cohesin	10.1016/j.cell.2024.04.014	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Gallus gallus	Bursa	WT_CDK1as_CAP-H-Halo_7.5min(biol rep1)_ChIP-Seq	ChIP-Seq|OTHER	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM8035589	SAMN39605719	SRS20250116	SRX23388985	SRR27723067	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/067/SRR27723067/SRR27723067_2.fastq.gz	880374330	cc46a6f1eb8e3f1bdf84a5deb6cec5a4	verified_metadata_record	E-P0016-002|E-P0016-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
