catalog_row_id	paper_id	experiment_id	condition_id	replicate_id	batch_id	sample_timepoint_id	archive_sample_id	perturbation_id	accession_record_id	file_id	paper_title	doi	own_data_status	biological_sample_origin_status	library_origin_status	sequencing_generation_status	analysis_usage_status	species_scientific	cell_line_or_tissue	sample_name_original	assay_type	detection_target	synchronization_method	time_zero_definition	sampling_time	sampling_time_unit	cell_cycle_phase	phase_evidence_type	perturbation_type	direct_target	expected_effect	observed_validation	gsm_accession	biosample_accession	sra_sample_accession	experiment_accession	run_accession	download_url	file_size_bytes	md5	online_verification_status	evidence_ids	notes
CAT-P0007-000006-F1	P0007	EX-P0007-001	C-P0007-003	R-P0007-003	B-P0007-003	ST-P0007-003	AS-P0007-003	NA	AC-P0007-003-002	RF-P0007-SRR5952291-1	Topologically associating domains and chromatin loops depend on cohesin and are regulated by CTCF, WAPL, and PDS5 proteins	10.15252/embj.201798004	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Homo sapiens	cervical carcinoma	Hi-C: Pds5SA/B RNAi	ChIP-Seq|Hi-C	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM2747740	SAMN07524542	SRS2445838	SRX3110754	SRR5952291	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5952291/SRR5952291_1.fastq.gz	7212593215	a7b0732c43fe7d3f1ec9fbedd5454e0b	verified_metadata_record	E-P0007-002|E-P0007-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0007-000006-F2	P0007	EX-P0007-001	C-P0007-003	R-P0007-003	B-P0007-003	ST-P0007-003	AS-P0007-003	NA	AC-P0007-003-002	RF-P0007-SRR5952291-2	Topologically associating domains and chromatin loops depend on cohesin and are regulated by CTCF, WAPL, and PDS5 proteins	10.15252/embj.201798004	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Homo sapiens	cervical carcinoma	Hi-C: Pds5SA/B RNAi	ChIP-Seq|Hi-C	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM2747740	SAMN07524542	SRS2445838	SRX3110754	SRR5952291	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5952291/SRR5952291_2.fastq.gz	7275857325	9d4c939d2bf6df41dd7699860dc5484f	verified_metadata_record	E-P0007-002|E-P0007-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0007-000007-F1	P0007	EX-P0007-001	C-P0007-004	R-P0007-004	B-P0007-004	ST-P0007-004	AS-P0007-004	NA	AC-P0007-004-001	RF-P0007-SRR5952292-1	Topologically associating domains and chromatin loops depend on cohesin and are regulated by CTCF, WAPL, and PDS5 proteins	10.15252/embj.201798004	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Homo sapiens	cervical carcinoma	Hi-C: Wapl/Pds5A/B RNAi	ChIP-Seq|Hi-C	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM2747741	SAMN07524541	SRS2445839	SRX3110755	SRR5952292	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5952292/SRR5952292_1.fastq.gz	6685032185	6d5d513c4c9784b3d3fffb1a9b8d6d08	verified_metadata_record	E-P0007-002|E-P0007-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0007-000007-F2	P0007	EX-P0007-001	C-P0007-004	R-P0007-004	B-P0007-004	ST-P0007-004	AS-P0007-004	NA	AC-P0007-004-001	RF-P0007-SRR5952292-2	Topologically associating domains and chromatin loops depend on cohesin and are regulated by CTCF, WAPL, and PDS5 proteins	10.15252/embj.201798004	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Homo sapiens	cervical carcinoma	Hi-C: Wapl/Pds5A/B RNAi	ChIP-Seq|Hi-C	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM2747741	SAMN07524541	SRS2445839	SRX3110755	SRR5952292	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5952292/SRR5952292_2.fastq.gz	7450257399	ef7778eef2152fc1f9aa0a4efc6183c4	verified_metadata_record	E-P0007-002|E-P0007-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0007-000008-F1	P0007	EX-P0007-001	C-P0007-004	R-P0007-004	B-P0007-004	ST-P0007-004	AS-P0007-004	NA	AC-P0007-004-002	RF-P0007-SRR5952293-1	Topologically associating domains and chromatin loops depend on cohesin and are regulated by CTCF, WAPL, and PDS5 proteins	10.15252/embj.201798004	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Homo sapiens	cervical carcinoma	Hi-C: Wapl/Pds5A/B RNAi	ChIP-Seq|Hi-C	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM2747741	SAMN07524541	SRS2445839	SRX3110755	SRR5952293	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5952293/SRR5952293_1.fastq.gz	8852442235	95506130a004a03a24d1bba223b342b4	verified_metadata_record	E-P0007-002|E-P0007-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0007-000008-F2	P0007	EX-P0007-001	C-P0007-004	R-P0007-004	B-P0007-004	ST-P0007-004	AS-P0007-004	NA	AC-P0007-004-002	RF-P0007-SRR5952293-2	Topologically associating domains and chromatin loops depend on cohesin and are regulated by CTCF, WAPL, and PDS5 proteins	10.15252/embj.201798004	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Homo sapiens	cervical carcinoma	Hi-C: Wapl/Pds5A/B RNAi	ChIP-Seq|Hi-C	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM2747741	SAMN07524541	SRS2445839	SRX3110755	SRR5952293	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5952293/SRR5952293_2.fastq.gz	8959425316	6c4e310089121e0f7ec6539a519ea298	verified_metadata_record	E-P0007-002|E-P0007-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0007-000009-F1	P0007	EX-P0007-001	C-P0007-005	R-P0007-005	B-P0007-005	ST-P0007-005	AS-P0007-005	NA	AC-P0007-005-001	RF-P0007-SRR5952294-1	Topologically associating domains and chromatin loops depend on cohesin and are regulated by CTCF, WAPL, and PDS5 proteins	10.15252/embj.201798004	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Homo sapiens	cervical carcinoma	Hi-C: Pro-M control sync.	ChIP-Seq|Hi-C	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM2747742	SAMN07524540	SRS2445841	SRX3110756	SRR5952294	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5952294/SRR5952294_1.fastq.gz	8062350926	90716230a001426fb52c7340d2c6df65	verified_metadata_record	E-P0007-002|E-P0007-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0007-000009-F2	P0007	EX-P0007-001	C-P0007-005	R-P0007-005	B-P0007-005	ST-P0007-005	AS-P0007-005	NA	AC-P0007-005-001	RF-P0007-SRR5952294-2	Topologically associating domains and chromatin loops depend on cohesin and are regulated by CTCF, WAPL, and PDS5 proteins	10.15252/embj.201798004	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Homo sapiens	cervical carcinoma	Hi-C: Pro-M control sync.	ChIP-Seq|Hi-C	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM2747742	SAMN07524540	SRS2445841	SRX3110756	SRR5952294	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5952294/SRR5952294_2.fastq.gz	9358646718	4e838e55c565d04372c600c064b67387	verified_metadata_record	E-P0007-002|E-P0007-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0007-000010-F1	P0007	EX-P0007-001	C-P0007-005	R-P0007-005	B-P0007-005	ST-P0007-005	AS-P0007-005	NA	AC-P0007-005-002	RF-P0007-SRR5952295-1	Topologically associating domains and chromatin loops depend on cohesin and are regulated by CTCF, WAPL, and PDS5 proteins	10.15252/embj.201798004	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Homo sapiens	cervical carcinoma	Hi-C: Pro-M control sync.	ChIP-Seq|Hi-C	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM2747742	SAMN07524540	SRS2445841	SRX3110756	SRR5952295	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5952295/SRR5952295_1.fastq.gz	8097465004	1ba380bd947e9c303e16daff2829e85d	verified_metadata_record	E-P0007-002|E-P0007-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0007-000010-F2	P0007	EX-P0007-001	C-P0007-005	R-P0007-005	B-P0007-005	ST-P0007-005	AS-P0007-005	NA	AC-P0007-005-002	RF-P0007-SRR5952295-2	Topologically associating domains and chromatin loops depend on cohesin and are regulated by CTCF, WAPL, and PDS5 proteins	10.15252/embj.201798004	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Homo sapiens	cervical carcinoma	Hi-C: Pro-M control sync.	ChIP-Seq|Hi-C	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM2747742	SAMN07524540	SRS2445841	SRX3110756	SRR5952295	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5952295/SRR5952295_2.fastq.gz	9329614298	8ef1fa3a10496b60ab7f361d8faffc35	verified_metadata_record	E-P0007-002|E-P0007-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0007-000011-F1	P0007	EX-P0007-001	C-P0007-006	R-P0007-006	B-P0007-006	ST-P0007-006	AS-P0007-006	NA	AC-P0007-006-001	RF-P0007-SRR5952296-1	Topologically associating domains and chromatin loops depend on cohesin and are regulated by CTCF, WAPL, and PDS5 proteins	10.15252/embj.201798004	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Homo sapiens	cervical carcinoma	Hi-C: S control sync.	ChIP-Seq|Hi-C	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM2747743	SAMN07524539	SRS2445842	SRX3110757	SRR5952296	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5952296/SRR5952296_1.fastq.gz	8078549522	157ed5bc602a83a3ce25ec2546eb8cc3	verified_metadata_record	E-P0007-002|E-P0007-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0007-000011-F2	P0007	EX-P0007-001	C-P0007-006	R-P0007-006	B-P0007-006	ST-P0007-006	AS-P0007-006	NA	AC-P0007-006-001	RF-P0007-SRR5952296-2	Topologically associating domains and chromatin loops depend on cohesin and are regulated by CTCF, WAPL, and PDS5 proteins	10.15252/embj.201798004	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Homo sapiens	cervical carcinoma	Hi-C: S control sync.	ChIP-Seq|Hi-C	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM2747743	SAMN07524539	SRS2445842	SRX3110757	SRR5952296	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5952296/SRR5952296_2.fastq.gz	9242481682	f9d58d9cd42e7a1d3aca354821a79179	verified_metadata_record	E-P0007-002|E-P0007-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0007-000012-F1	P0007	EX-P0007-001	C-P0007-006	R-P0007-006	B-P0007-006	ST-P0007-006	AS-P0007-006	NA	AC-P0007-006-002	RF-P0007-SRR5952297-1	Topologically associating domains and chromatin loops depend on cohesin and are regulated by CTCF, WAPL, and PDS5 proteins	10.15252/embj.201798004	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Homo sapiens	cervical carcinoma	Hi-C: S control sync.	ChIP-Seq|Hi-C	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM2747743	SAMN07524539	SRS2445842	SRX3110757	SRR5952297	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5952297/SRR5952297_1.fastq.gz	7922735340	9dcd3e8ee95b5bd5d09d6f2c1939ea22	verified_metadata_record	E-P0007-002|E-P0007-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0007-000012-F2	P0007	EX-P0007-001	C-P0007-006	R-P0007-006	B-P0007-006	ST-P0007-006	AS-P0007-006	NA	AC-P0007-006-002	RF-P0007-SRR5952297-2	Topologically associating domains and chromatin loops depend on cohesin and are regulated by CTCF, WAPL, and PDS5 proteins	10.15252/embj.201798004	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Homo sapiens	cervical carcinoma	Hi-C: S control sync.	ChIP-Seq|Hi-C	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM2747743	SAMN07524539	SRS2445842	SRX3110757	SRR5952297	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5952297/SRR5952297_2.fastq.gz	8876324905	d6ade3885503de3f0f33feaa223d6d2d	verified_metadata_record	E-P0007-002|E-P0007-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0007-000013-F1	P0007	EX-P0007-001	C-P0007-007	R-P0007-007	B-P0007-007	ST-P0007-007	AS-P0007-007	NA	AC-P0007-007-001	RF-P0007-SRR5952298-1	Topologically associating domains and chromatin loops depend on cohesin and are regulated by CTCF, WAPL, and PDS5 proteins	10.15252/embj.201798004	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Homo sapiens	cervical carcinoma	Hi-C: G2 control sync.	ChIP-Seq|Hi-C	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM2747744	SAMN07524538	SRS2445843	SRX3110758	SRR5952298	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5952298/SRR5952298_1.fastq.gz	7488997821	104fd81fc5442fcaf302eaf36717098b	verified_metadata_record	E-P0007-002|E-P0007-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0007-000013-F2	P0007	EX-P0007-001	C-P0007-007	R-P0007-007	B-P0007-007	ST-P0007-007	AS-P0007-007	NA	AC-P0007-007-001	RF-P0007-SRR5952298-2	Topologically associating domains and chromatin loops depend on cohesin and are regulated by CTCF, WAPL, and PDS5 proteins	10.15252/embj.201798004	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Homo sapiens	cervical carcinoma	Hi-C: G2 control sync.	ChIP-Seq|Hi-C	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM2747744	SAMN07524538	SRS2445843	SRX3110758	SRR5952298	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5952298/SRR5952298_2.fastq.gz	7674262629	432fa48dda22e3651298f1ea07aa8ef0	verified_metadata_record	E-P0007-002|E-P0007-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0007-000014-F1	P0007	EX-P0007-001	C-P0007-007	R-P0007-007	B-P0007-007	ST-P0007-007	AS-P0007-007	NA	AC-P0007-007-002	RF-P0007-SRR5952299-1	Topologically associating domains and chromatin loops depend on cohesin and are regulated by CTCF, WAPL, and PDS5 proteins	10.15252/embj.201798004	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Homo sapiens	cervical carcinoma	Hi-C: G2 control sync.	ChIP-Seq|Hi-C	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM2747744	SAMN07524538	SRS2445843	SRX3110758	SRR5952299	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5952299/SRR5952299_1.fastq.gz	6219241312	88d8d74dfbe56506080463ca88f580a4	verified_metadata_record	E-P0007-002|E-P0007-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0007-000014-F2	P0007	EX-P0007-001	C-P0007-007	R-P0007-007	B-P0007-007	ST-P0007-007	AS-P0007-007	NA	AC-P0007-007-002	RF-P0007-SRR5952299-2	Topologically associating domains and chromatin loops depend on cohesin and are regulated by CTCF, WAPL, and PDS5 proteins	10.15252/embj.201798004	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Homo sapiens	cervical carcinoma	Hi-C: G2 control sync.	ChIP-Seq|Hi-C	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM2747744	SAMN07524538	SRS2445843	SRX3110758	SRR5952299	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5952299/SRR5952299_2.fastq.gz	6873205855	e1c3ec9058efd2d004e7b047c6fa56b4	verified_metadata_record	E-P0007-002|E-P0007-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
CAT-P0007-000015-F1	P0007	EX-P0007-001	C-P0007-008	R-P0007-008	B-P0007-008	ST-P0007-008	AS-P0007-008	NA	AC-P0007-008-001	RF-P0007-SRR5952300-1	Topologically associating domains and chromatin loops depend on cohesin and are regulated by CTCF, WAPL, and PDS5 proteins	10.15252/embj.201798004	unclear	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	Homo sapiens	cervical carcinoma	Hi-C: Scc1-AID control + auxin, 0 min 1	ChIP-Seq|Hi-C	NR	NR	NR	NR	NA	NR	unknown	NR	NR	NR	NR	GSM2747745	SAMN07524537	SRS2445844	SRX3110759	SRR5952300	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5952300/SRR5952300_1.fastq.gz	7874237930	7a1c2706e43396ad469c82fe9264d07c	verified_metadata_record	E-P0007-002|E-P0007-003	Round7 run-level base row; file view expands only metadata links returned by ENA.
