archive_sample_id	experiment_id	sample_timepoint_id	condition_id	replicate_id	batch_id	gsm_accession	biosample_accession	sra_sample_accession	srx_accession	sample_title_original	sample_alias_original	species_scientific	taxonomy_id	cell_line_or_tissue	platform_accession	genotype_original	phase_original	type_original	own_data_status	biological_sample_origin_status	library_origin_status	sequencing_generation_status	analysis_usage_status	origin_evidence_ids	disposition_status	run_count	evidence_ids	notes
AS-P0009-056	EX-P0009-001	ST-P0009-056	C-P0009-056	R-P0009-056	B-P0009-056	GSM4038944	SAMN12601381	SRS5291880	SRX6741012	Capture-C-commd3_mutant_early-G1-rep1	GSM4038944	Mus musculus	10090	G1E-ER4 cells	GPL19057	commd3_mutant	early G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	2	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-057	EX-P0009-001	ST-P0009-057	C-P0009-057	R-P0009-057	B-P0009-057	GSM4038945	SAMN12601380	SRS5291881	SRX6741013	Capture-C-commd3_mutant_mid-G1-rep1	GSM4038945	Mus musculus	10090	G1E-ER4 cells	GPL19057	commd3_mutant	mid G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	2	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-058	EX-P0009-001	ST-P0009-058	C-P0009-058	R-P0009-058	B-P0009-058	GSM4038946	SAMN12601379	SRS5291882	SRX6741014	Capture-C-commd3_mutant_prometa-rep2	GSM4038946	Mus musculus	10090	G1E-ER4 cells	GPL19057	commd3_mutant	prometaphase	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	2	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-059	EX-P0009-001	ST-P0009-059	C-P0009-059	R-P0009-059	B-P0009-059	GSM4038947	SAMN12601378	SRS5291883	SRX6741015	Capture-C-commd3_mutant_ana.telo-rep2	GSM4038947	Mus musculus	10090	G1E-ER4 cells	GPL19057	commd3_mutant	ana/telophase	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	2	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-060	EX-P0009-001	ST-P0009-060	C-P0009-060	R-P0009-060	B-P0009-060	GSM4038948	SAMN12601377	SRS5291884	SRX6741016	Capture-C-commd3_mutant_early-G1-rep2	GSM4038948	Mus musculus	10090	G1E-ER4 cells	GPL19057	commd3_mutant	early G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	2	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-061	EX-P0009-001	ST-P0009-061	C-P0009-061	R-P0009-061	B-P0009-061	GSM4038949	SAMN12601376	SRS5291885	SRX6741017	Capture-C-commd3_mutant_mid-G1-rep2	GSM4038949	Mus musculus	10090	G1E-ER4 cells	GPL19057	commd3_mutant	mid G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	2	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-062	EX-P0009-001	ST-P0009-062	C-P0009-062	R-P0009-062	B-P0009-062	GSM4038950	SAMN12601375	SRS5291886	SRX6741018	ChIP-seq-PolII-prometa-rep1	GSM4038950	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	prometaphase	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-063	EX-P0009-001	ST-P0009-063	C-P0009-063	R-P0009-063	B-P0009-063	GSM4038951	SAMN12601374	SRS5291887	SRX6741019	ChIP-seq-PolII-prometa-rep2	GSM4038951	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	prometaphase	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-064	EX-P0009-001	ST-P0009-064	C-P0009-064	R-P0009-064	B-P0009-064	GSM4038952	SAMN12601373	SRS5291888	SRX6741020	ChIP-seq-PolII-anatelo-rep1	GSM4038952	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	ana/telophase	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-065	EX-P0009-001	ST-P0009-065	C-P0009-065	R-P0009-065	B-P0009-065	GSM4038953	SAMN12601372	SRS5291889	SRX6741021	ChIP-seq-PolII-anatelo-rep2	GSM4038953	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	ana/telophase	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-066	EX-P0009-001	ST-P0009-066	C-P0009-066	R-P0009-066	B-P0009-066	GSM4038954	SAMN12601371	SRS5291890	SRX6741022	ChIP-seq-PolII-anatelo-rep3	GSM4038954	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	ana/telophase	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-067	EX-P0009-001	ST-P0009-067	C-P0009-067	R-P0009-067	B-P0009-067	GSM4038955	SAMN12601370	SRS5291891	SRX6741023	ChIP-seq-PolII-early-g1-rep1	GSM4038955	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	early G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-068	EX-P0009-001	ST-P0009-068	C-P0009-068	R-P0009-068	B-P0009-068	GSM4038956	SAMN12601369	SRS5291892	SRX6741024	ChIP-seq-PolII-early-g1-rep2	GSM4038956	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	early G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-069	EX-P0009-001	ST-P0009-069	C-P0009-069	R-P0009-069	B-P0009-069	GSM4038957	SAMN12601392	SRS5291893	SRX6741025	ChIP-seq-PolII-early-g1-rep3	GSM4038957	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	early G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-070	EX-P0009-001	ST-P0009-070	C-P0009-070	R-P0009-070	B-P0009-070	GSM4038958	SAMN12601391	SRS5291894	SRX6741026	ChIP-seq-PolII-mid-g1-rep1	GSM4038958	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	mid G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-071	EX-P0009-001	ST-P0009-071	C-P0009-071	R-P0009-071	B-P0009-071	GSM4038959	SAMN12601390	SRS5291895	SRX6741027	ChIP-seq-PolII-mid-g1-rep2	GSM4038959	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	mid G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-072	EX-P0009-001	ST-P0009-072	C-P0009-072	R-P0009-072	B-P0009-072	GSM4038960	SAMN12601389	SRS5291896	SRX6741028	ChIP-seq-PolII-mid-g1-rep3	GSM4038960	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	mid G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-073	EX-P0009-001	ST-P0009-073	C-P0009-073	R-P0009-073	B-P0009-073	GSM4038961	SAMN12601388	SRS5291897	SRX6741029	ChIP-seq-PolII-late-g1-rep1	GSM4038961	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	late G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-074	EX-P0009-001	ST-P0009-074	C-P0009-074	R-P0009-074	B-P0009-074	GSM4038962	SAMN12601387	SRS5291898	SRX6741030	ChIP-seq-PolII-late-g1-rep2	GSM4038962	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	late G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0009-075	EX-P0009-001	ST-P0009-075	C-P0009-075	R-P0009-075	B-P0009-075	GSM4038963	SAMN12601386	SRS5291899	SRX6741031	ChIP-seq-PolII-late-g1-rep3	GSM4038963	Mus musculus	10090	G1E-ER4 cells	GPL19057	WT	late G1	NR	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0009-003|E-P0009-004|E-P0009-005	mapped	1	E-P0009-003|E-P0009-004|E-P0009-005	GEO→BioSample/SRX/SRR and ENA FASTQ links are joined only through official snapshot fields.
AS-P0012-001	EX-P0012-001	ST-P0012-001	C-P0012-001	R-P0012-001	B-P0012-001	GSM5133011	SAMN18128743	SRS8371863	SRX10229669	polii_0h_no_A.rep1	GSM5133011	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	prometaphase	GSE168168	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	1	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-002	EX-P0012-001	ST-P0012-002	C-P0012-002	R-P0012-002	B-P0012-002	GSM5133012	SAMN18128742	SRS8371862	SRX10229670	polii_0h_no_A.rep2	GSM5133012	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	prometaphase	GSE168168	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	1	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-003	EX-P0012-001	ST-P0012-003	C-P0012-003	R-P0012-003	B-P0012-003	GSM5133013	SAMN18128741	SRS8371865	SRX10229671	polii_0h_with_A.rep1	GSM5133013	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	prometaphase	GSE168168	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	1	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-004	EX-P0012-001	ST-P0012-004	C-P0012-004	R-P0012-004	B-P0012-004	GSM5133014	SAMN18128740	SRS8371864	SRX10229672	polii_0h_with_A.rep2	GSM5133014	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	prometaphase	GSE168168	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	1	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-005	EX-P0012-001	ST-P0012-005	C-P0012-005	R-P0012-005	B-P0012-005	GSM5133016	SAMN18128739	SRS8371866	SRX10229673	polii_1h_no_A.rep1	GSM5133016	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	early G1	GSE168168	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	1	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-006	EX-P0012-001	ST-P0012-006	C-P0012-006	R-P0012-006	B-P0012-006	GSM5133017	SAMN18128738	SRS8371867	SRX10229674	polii_1h_no_A.rep2	GSM5133017	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	early G1	GSE168168	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	1	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-007	EX-P0012-001	ST-P0012-007	C-P0012-007	R-P0012-007	B-P0012-007	GSM5133018	SAMN18128737	SRS8371869	SRX10229675	polii_1h_with_A.rep1	GSM5133018	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	early G1	GSE168168	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	1	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-008	EX-P0012-001	ST-P0012-008	C-P0012-008	R-P0012-008	B-P0012-008	GSM5133019	SAMN18128736	SRS8371868	SRX10229676	polii_1h_with_A.rep2	GSM5133019	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	early G1	GSE168168	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	1	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-009	EX-P0012-001	ST-P0012-009	C-P0012-009	R-P0012-009	B-P0012-009	GSM5133020	SAMN18128735	SRS8371870	SRX10229677	polii_2h_no_A.rep1	GSM5133020	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	mid G1	GSE168168	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	1	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-010	EX-P0012-001	ST-P0012-010	C-P0012-010	R-P0012-010	B-P0012-010	GSM5133022	SAMN18128734	SRS8371871	SRX10229678	polii_2h_no_A.rep2	GSM5133022	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	mid G1	GSE168168	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	1	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-011	EX-P0012-001	ST-P0012-011	C-P0012-011	R-P0012-011	B-P0012-011	GSM5133023	SAMN18128729	SRS8371872	SRX10229679	polii_2h_no_A.rep3	GSM5133023	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	mid G1	GSE168168	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	1	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-012	EX-P0012-001	ST-P0012-012	C-P0012-012	R-P0012-012	B-P0012-012	GSM5133024	SAMN18128733	SRS8371873	SRX10229680	polii_2h_with_A.rep1	GSM5133024	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	mid G1	GSE168168	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	1	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-013	EX-P0012-001	ST-P0012-013	C-P0012-013	R-P0012-013	B-P0012-013	GSM5133025	SAMN18128732	SRS8371874	SRX10229681	polii_2h_with_A.rep2	GSM5133025	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	mid G1	GSE168168	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	1	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-014	EX-P0012-001	ST-P0012-014	C-P0012-014	R-P0012-014	B-P0012-014	GSM5133027	SAMN18128731	SRS8371875	SRX10229682	polii_2h_with_A.rep3	GSM5133027	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	mid G1	GSE168168	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	1	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-015	EX-P0012-001	ST-P0012-015	C-P0012-015	R-P0012-015	B-P0012-015	GSM5133028	SAMN18128730	SRS8371876	SRX10229683	polii_4h_no_A.rep2	GSM5133028	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	late G1	GSE168168	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	1	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-016	EX-P0012-001	ST-P0012-016	C-P0012-016	R-P0012-016	B-P0012-016	GSM5133030	SAMN18128728	SRS8371879	SRX10229684	polii_4h_no_A.rep3	GSM5133030	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	late G1	GSE168168	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	1	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-017	EX-P0012-001	ST-P0012-017	C-P0012-017	R-P0012-017	B-P0012-017	GSM5133031	SAMN18128727	SRS8371878	SRX10229685	polii_4h_with_A.rep1	GSM5133031	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	late G1	GSE168168	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	1	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-018	EX-P0012-001	ST-P0012-018	C-P0012-018	R-P0012-018	B-P0012-018	GSM5133033	SAMN18128726	SRS8371877	SRX10229686	polii_4h_with_A.rep2	GSM5133033	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	late G1	GSE168168	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	1	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-019	EX-P0012-001	ST-P0012-019	C-P0012-019	R-P0012-019	B-P0012-019	GSM5133034	SAMN18128725	SRS8371881	SRX10229687	Input-Noc0h	GSM5133034	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	prometaphase	GSE168168	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	1	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-020	EX-P0012-001	ST-P0012-020	C-P0012-020	R-P0012-020	B-P0012-020	GSM5133035	SAMN18128724	SRS8371880	SRX10229688	Input-Noc1h	GSM5133035	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	early G1	GSE168168	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	1	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-021	EX-P0012-001	ST-P0012-021	C-P0012-021	R-P0012-021	B-P0012-021	GSM5133036	SAMN18128723	SRS8371882	SRX10229689	Input-Noc2h	GSM5133036	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	mid G1	GSE168168	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	1	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-022	EX-P0012-001	ST-P0012-022	C-P0012-022	R-P0012-022	B-P0012-022	GSM5133038	SAMN18128722	SRS8371883	SRX10229690	Input-Noc4h	GSM5133038	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	late G1	GSE168168	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	1	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-023	EX-P0012-001	ST-P0012-023	C-P0012-023	R-P0012-023	B-P0012-023	GSM5133376	SAMN18140095	SRS8380795	SRX10239381	0h_no_auxin_rep1	GSM5133376	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	prometaphase	GSE168176	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	3	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-024	EX-P0012-001	ST-P0012-024	C-P0012-024	R-P0012-024	B-P0012-024	GSM5133377	SAMN18140094	SRS8380796	SRX10239382	0h_no_auxin_rep2	GSM5133377	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	prometaphase	GSE168176	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	2	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-025	EX-P0012-001	ST-P0012-025	C-P0012-025	R-P0012-025	B-P0012-025	GSM5133378	SAMN18140093	SRS8380797	SRX10239383	0h_with_auxin_rep1	GSM5133378	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	prometaphase	GSE168176	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	3	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-026	EX-P0012-001	ST-P0012-026	C-P0012-026	R-P0012-026	B-P0012-026	GSM5133379	SAMN18140092	SRS8380798	SRX10239384	0h_with_auxin_rep2	GSM5133379	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	prometaphase	GSE168176	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	3	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-027	EX-P0012-001	ST-P0012-027	C-P0012-027	R-P0012-027	B-P0012-027	GSM5133380	SAMN18140091	SRS8380799	SRX10239385	30min_no_auxin_rep1	GSM5133380	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	UNRESOLVED	GSE168176	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	5	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-028	EX-P0012-001	ST-P0012-028	C-P0012-028	R-P0012-028	B-P0012-028	GSM5133381	SAMN18140090	SRS8380800	SRX10239386	30min_no_auxin_rep2	GSM5133381	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	UNRESOLVED	GSE168176	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	5	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-029	EX-P0012-001	ST-P0012-029	C-P0012-029	R-P0012-029	B-P0012-029	GSM5133382	SAMN18140089	SRS8380801	SRX10239387	30min_with_auxin_rep1	GSM5133382	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	UNRESOLVED	GSE168176	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	5	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-030	EX-P0012-001	ST-P0012-030	C-P0012-030	R-P0012-030	B-P0012-030	GSM5133383	SAMN18140110	SRS8380802	SRX10239388	30min_with_auxin_rep2	GSM5133383	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	UNRESOLVED	GSE168176	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	5	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-031	EX-P0012-001	ST-P0012-031	C-P0012-031	R-P0012-031	B-P0012-031	GSM5133384	SAMN18140109	SRS8380803	SRX10239389	60min_no_auxin_rep1	GSM5133384	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	early G1	GSE168176	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	5	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-032	EX-P0012-001	ST-P0012-032	C-P0012-032	R-P0012-032	B-P0012-032	GSM5133385	SAMN18140108	SRS8380804	SRX10239390	60min_no_auxin_rep2	GSM5133385	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	early G1	GSE168176	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	5	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-033	EX-P0012-001	ST-P0012-033	C-P0012-033	R-P0012-033	B-P0012-033	GSM5133386	SAMN18140107	SRS8380805	SRX10239391	60min_with_auxin_rep1	GSM5133386	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	early G1	GSE168176	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	5	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
