Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR9870458,2020-10-20 16:38:22,2019-07-31 13:20:28,13582194,882842610,0,65,398,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/9870/SRR9870458/SRR9870458.lite.1,SRX6623194,,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP216929,PRJNA557678,3,557678,SRS5180949,SAMN12400237,simple,10090,Mus musculus,GSM3992897,,,,,,,no,,,,,GEO,SRA929325,,public,97E08229997A0CD2A818A8BB4BF3C8B8,6E0A2720C6EC1457CC2C8E55072C7CCC
SRR9870459,2020-10-20 16:38:22,2019-07-31 13:20:21,12151550,789850750,0,65,356,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/9870/SRR9870459/SRR9870459.lite.1,SRX6623195,,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP216929,PRJNA557678,3,557678,SRS5180950,SAMN12400236,simple,10090,Mus musculus,GSM3992898,,,,,,,no,,,,,GEO,SRA929325,,public,ADBFF294AAEBECDBCDA821A2D91516FA,6E98C5833DCA7E587361FFB62A4FAF00
SRR9870460,2020-10-20 16:38:22,2019-07-31 13:20:49,15559767,1011384855,0,65,455,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/9870/SRR9870460/SRR9870460.lite.1,SRX6623196,,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP216929,PRJNA557678,3,557678,SRS5180951,SAMN12400235,simple,10090,Mus musculus,GSM3992899,,,,,,,no,,,,,GEO,SRA929325,,public,126C71DC08531432BD3104DBD190B806,0D18EE105A7217E1ACFE750A82DB0143
SRR9870461,2020-10-20 16:38:22,2019-07-31 13:20:47,18870143,1226559295,0,65,553,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR009/9870/SRR9870461/SRR9870461.lite.1,SRX6623197,,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP216929,PRJNA557678,3,557678,SRS5180954,SAMN12400234,simple,10090,Mus musculus,GSM3992900,,,,,,,no,,,,,GEO,SRA929325,,public,6E320A8FD02A57EDB942A6361D713C65,184BD21FB858A2ED210C7705556AA3B5
SRR9870462,2020-10-20 16:38:22,2019-07-31 13:20:21,12725367,827148855,0,65,376,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR009/9870/SRR9870462/SRR9870462.lite.1,SRX6623198,,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP216929,PRJNA557678,3,557678,SRS5180952,SAMN12400233,simple,10090,Mus musculus,GSM3992901,,,,,,,no,,,,,GEO,SRA929325,,public,455ED9DBFF04052A6B5EDD660713F3E0,0960A39A79970EF7B1ED513A1E5EB4DA
SRR9870463,2020-10-20 16:38:22,2019-07-31 13:21:51,18436192,1198352480,0,65,545,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR009/9870/SRR9870463/SRR9870463.lite.1,SRX6623199,,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP216929,PRJNA557678,3,557678,SRS5180953,SAMN12400232,simple,10090,Mus musculus,GSM3992902,,,,,,,no,,,,,GEO,SRA929325,,public,7D580FF09E0EA38266AEC41EDE6D4F3A,AC4284EE73C68CAC92EF2A64C10DFBB1
SRR9870464,2020-10-20 16:38:22,2019-07-31 13:21:53,21953413,1426971845,0,65,662,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR009/9870/SRR9870464/SRR9870464.lite.1,SRX6623200,,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP216929,PRJNA557678,3,557678,SRS5180955,SAMN12400231,simple,10090,Mus musculus,GSM3992903,,,,,,,no,,,,,GEO,SRA929325,,public,D7330CE08ADE872D88813E6BBB6F503C,E7526AA64BB410B7228E49E43DB58620
SRR9870465,2020-10-20 16:38:22,2019-07-31 13:22:55,23223432,1509523080,0,65,705,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR009/9870/SRR9870465/SRR9870465.lite.1,SRX6623201,,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP216929,PRJNA557678,3,557678,SRS5180956,SAMN12400230,simple,10090,Mus musculus,GSM3992904,,,,,,,no,,,,,GEO,SRA929325,,public,BE7F3EE062CBA8682F13B8F2633D773D,96974E6D1F159B7FD7810A90E482C38B
SRR9870466,2020-10-20 16:38:22,2019-07-31 13:20:33,13420217,872314105,0,65,395,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR009/9870/SRR9870466/SRR9870466.lite.1,SRX6623202,,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP216929,PRJNA557678,3,557678,SRS5180957,SAMN12400229,simple,10090,Mus musculus,GSM3992905,,,,,,,no,,,,,GEO,SRA929325,,public,193D79D13DADCD4E7A43DDF529956FD8,97729C468F317C71D11DBCC712A1BF05
SRR9870467,2020-10-20 16:38:22,2019-07-31 13:20:48,14497554,942341010,0,65,427,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/9870/SRR9870467/SRR9870467.lite.1,SRX6623203,,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP216929,PRJNA557678,3,557678,SRS5180958,SAMN12400228,simple,10090,Mus musculus,GSM3992906,,,,,,,no,,,,,GEO,SRA929325,,public,4836E9524FA1D2A919E1623223687BAB,43674D83FE94161479C36E36D67BFCBD
