run_accession	study_accession	secondary_study_accession	experiment_accession	sample_accession	secondary_sample_accession	run_alias	experiment_alias	sample_alias	scientific_name	library_strategy	library_layout	instrument_platform	instrument_model	fastq_ftp	fastq_md5	fastq_bytes	submitted_ftp	submitted_md5	submitted_bytes
SRR5168171	PRJNA360958	SRP096571	SRX2485051	SAMN06217794	SRS1915330	GSM2453290_r1	GSM2453290	GSM2453290	Mus musculus	ChIP-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/001/SRR5168171/SRR5168171.fastq.gz	29d7338b74b5fbf52a9c549f87c8c5a2	1050486659			
SRR5168173	PRJNA360958	SRP096571	SRX2485052	SAMN06217793	SRS1915331	GSM2453291_r2	GSM2453291	GSM2453291	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/003/SRR5168173/SRR5168173.fastq.gz	6894a078f5f98dccd6f6b73d68e3825e	1236840233			
SRR5168175	PRJNA360958	SRP096571	SRX2485053	SAMN06217792	SRS1915332	GSM2453292_r2	GSM2453292	GSM2453292	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/005/SRR5168175/SRR5168175.fastq.gz	90f86823301b45b8fe8a43913ecb7d5c	1533538868			
SRR5168178	PRJNA360958	SRP096571	SRX2485055	SAMN06217805	SRS1915334	GSM2453294_r1	GSM2453294	GSM2453294	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/008/SRR5168178/SRR5168178.fastq.gz	04b065c843d453fac9ccdc47e2b0b144	1545156139			
SRR5168181	PRJNA360958	SRP096571	SRX2485056	SAMN06217812	SRS1915335	GSM2453295_r2	GSM2453295	GSM2453295	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/001/SRR5168181/SRR5168181.fastq.gz	dce263f37ef8ab118a0c63a9001402f5	875907392			
SRR5168182	PRJNA360958	SRP096571	SRX2485057	SAMN06217811	SRS1915336	GSM2453296_r1	GSM2453296	GSM2453296	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/002/SRR5168182/SRR5168182.fastq.gz	7e86860b1f1148c953c673c6682cab8e	1308797911			
SRR5168184	PRJNA360958	SRP096571	SRX2485058	SAMN06217810	SRS1915337	GSM2453297_r1	GSM2453297	GSM2453297	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/004/SRR5168184/SRR5168184.fastq.gz	2e6c7e9a370cca4b38cb6ca254cecb2e	395971874			
SRR5168194	PRJNA360958	SRP096571	SRX2485063	SAMN06217790	SRS1915342	GSM2453302_r1	GSM2453302	GSM2453302	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/004/SRR5168194/SRR5168194.fastq.gz	95c41740fc3428d80fa7e5b7050d6829	1440904311			
SRR5928311	PRJNA360958	SRP096571	SRX3088630	SAMN07499440	SRS2426359	GSM2740559_r1	GSM2740559	GSM2740559	Mus musculus	ChIP-Seq	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR592/001/SRR5928311/SRR5928311.fastq.gz	5ec0c6f81832a3c68bbd8718b417e572	1402835114			
SRR5928312	PRJNA360958	SRP096571	SRX3088631	SAMN07499439	SRS2426360	GSM2740560_r1	GSM2740560	GSM2740560	Mus musculus	ChIP-Seq	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR592/002/SRR5928312/SRR5928312.fastq.gz	6cdd0bf9c8411a17e5425baf8bb97db9	1818385577			
SRR5928317	PRJNA360958	SRP096571	SRX3088634	SAMN07499436	SRS2426365	GSM2740563_r1	GSM2740563	GSM2740563	Mus musculus	ChIP-Seq	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR592/007/SRR5928317/SRR5928317.fastq.gz	5f949a49cd45a00dbdbd84f811c41aa2	2300085844			
SRR5928319	PRJNA360958	SRP096571	SRX3088635	SAMN07499435	SRS2426366	GSM2740564_r1	GSM2740564	GSM2740564	Mus musculus	ChIP-Seq	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR592/009/SRR5928319/SRR5928319.fastq.gz	23c69419696923ba6578eda83ee809c5	2506976819			
SRR5928322	PRJNA360958	SRP096571	SRX3088637	SAMN07499433	SRS2426368	GSM2740566_r1	GSM2740566	GSM2740566	Mus musculus	ChIP-Seq	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR592/002/SRR5928322/SRR5928322.fastq.gz	c1375279ccc866c97a050c2b4813ef17	2532648786			
SRR5168119	PRJNA360958	SRP096571	SRX2485040	SAMN06217804	SRS1915320	GSM2453279_r2	GSM2453279	GSM2453279	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/009/SRR5168119/SRR5168119.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/009/SRR5168119/SRR5168119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/009/SRR5168119/SRR5168119_2.fastq.gz	a9ebe3dc9604ad425cd538a36f5c8f3f;aa774711125c6661af111e3116bda4b1;a64349c1e5c0e42ff465440dc4654276	41430720;738186481;752524939			
SRR5168126	PRJNA360958	SRP096571	SRX2485041	SAMN06217803	SRS1915321	GSM2453280_r1	GSM2453280	GSM2453280	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/006/SRR5168126/SRR5168126.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/006/SRR5168126/SRR5168126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/006/SRR5168126/SRR5168126_2.fastq.gz	ee3e9f87543e2e17fecbb4c1ca562c08;36549a8392576f8faf26f178bcbc30c3;5a35eea2497450f1d7bf5eb88eb8fbba	38351020;656975334;661952879			
SRR5168128	PRJNA360958	SRP096571	SRX2485041	SAMN06217803	SRS1915321	GSM2453280_r3	GSM2453280	GSM2453280	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/008/SRR5168128/SRR5168128.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/008/SRR5168128/SRR5168128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/008/SRR5168128/SRR5168128_2.fastq.gz	6f0058e72dc300a6fa485a91d558fef6;ec7950deadeb0fb07285ff2be6cfb872;03119868591454419a224c901c0215ff	36506551;617174118;622432090			
SRR5168129	PRJNA360958	SRP096571	SRX2485041	SAMN06217803	SRS1915321	GSM2453280_r4	GSM2453280	GSM2453280	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/009/SRR5168129/SRR5168129.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/009/SRR5168129/SRR5168129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/009/SRR5168129/SRR5168129_2.fastq.gz	0ae724692695ae799e02501c3572808e;78615245cde388ca2fc225be1eed7aca;0a9e5bbee7e5fe0b88701463b4248a19	37399606;627350452;634336649			
SRR5168137	PRJNA360958	SRP096571	SRX2485042	SAMN06217802	SRS1915322	GSM2453281_r4	GSM2453281	GSM2453281	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/007/SRR5168137/SRR5168137.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/007/SRR5168137/SRR5168137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/007/SRR5168137/SRR5168137_2.fastq.gz	476a0eaf61c66e4a7aeb8a6dd11c0648;3c44f20b6ea3a07ef965ebf8c3d5c38c;0649a9227bbb09927ef3c6eb7de32070	44831238;530223568;533638876			
SRR5168141	PRJNA360958	SRP096571	SRX2485042	SAMN06217802	SRS1915322	GSM2453281_r8	GSM2453281	GSM2453281	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/001/SRR5168141/SRR5168141.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/001/SRR5168141/SRR5168141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/001/SRR5168141/SRR5168141_2.fastq.gz	a91d70cf97dd0cf367dc0a433ec88739;20202899b74b217b8a9e856383e124fe;88f1d6f00a62e4b58af104e31537ea6a	43975895;521871270;523467608			
SRR5168145	PRJNA360958	SRP096571	SRX2485043	SAMN06217801	SRS1915323	GSM2453282_r4	GSM2453282	GSM2453282	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/005/SRR5168145/SRR5168145.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/005/SRR5168145/SRR5168145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/005/SRR5168145/SRR5168145_2.fastq.gz	857f3409199bf4f4f323627b11c05851;424f4755d176313eed48a14346a5d68e;c02d58053e099a0e639c46c6604c5ea7	62014386;746754867;763859967			
SRR5168146	PRJNA360958	SRP096571	SRX2485043	SAMN06217801	SRS1915323	GSM2453282_r5	GSM2453282	GSM2453282	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/006/SRR5168146/SRR5168146.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/006/SRR5168146/SRR5168146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/006/SRR5168146/SRR5168146_2.fastq.gz	1e9e923828c845febdbe33328e29f848;ee587f10ed99f41c91aa4dd518388704;3cfef32baf59d1b422a051999a0547eb	63023293;749705122;769778878			
SRR5168148	PRJNA360958	SRP096571	SRX2485043	SAMN06217801	SRS1915323	GSM2453282_r7	GSM2453282	GSM2453282	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/008/SRR5168148/SRR5168148.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/008/SRR5168148/SRR5168148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/008/SRR5168148/SRR5168148_2.fastq.gz	f4a485c96507e6e2b783dac46eb4e694;bb2d96ea189b317a83db5bf63a2e12c0;46dec8f97445202dc6c323643b3fbb31	81051727;724658581;742248888			
SRR5168151	PRJNA360958	SRP096571	SRX2485044	SAMN06217800	SRS1915324	GSM2453283_r2	GSM2453283	GSM2453283	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/001/SRR5168151/SRR5168151.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/001/SRR5168151/SRR5168151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/001/SRR5168151/SRR5168151_2.fastq.gz	a9b774049532ccc6cde146d7dda677de;4b3bb1cc117615d4d79bacc6dee347f2;4f21888417fa232682f62206730155bb	39083072;689025146;699078463			
SRR5168152	PRJNA360958	SRP096571	SRX2485044	SAMN06217800	SRS1915324	GSM2453283_r3	GSM2453283	GSM2453283	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/002/SRR5168152/SRR5168152.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/002/SRR5168152/SRR5168152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/002/SRR5168152/SRR5168152_2.fastq.gz	ab7806ba528c1b90191d9a5cd5e7e03c;7985992081f63601fc9164c3dff07dad;f2fccc63919f11c6904a348b08194a0a	39168273;692661337;701308409			
SRR5168153	PRJNA360958	SRP096571	SRX2485044	SAMN06217800	SRS1915324	GSM2453283_r4	GSM2453283	GSM2453283	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/003/SRR5168153/SRR5168153.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/003/SRR5168153/SRR5168153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/003/SRR5168153/SRR5168153_2.fastq.gz	a598cb743eb98789bf998b9090797ae4;db3c3a4c5716aef76c80499ed4781e8b;01eaddca919d2be300c7a271df35fb82	39805016;703747742;711403871			
SRR5168154	PRJNA360958	SRP096571	SRX2485044	SAMN06217800	SRS1915324	GSM2453283_r5	GSM2453283	GSM2453283	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/004/SRR5168154/SRR5168154.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/004/SRR5168154/SRR5168154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/004/SRR5168154/SRR5168154_2.fastq.gz	158f348f812cb317b47320935fa022a3;fc20e32e2d33044f4acc5b1886c3f951;2e0e65f762a343eadf906477ccc2a9bf	40369341;705590280;715029214			
SRR5168156	PRJNA360958	SRP096571	SRX2485044	SAMN06217800	SRS1915324	GSM2453283_r7	GSM2453283	GSM2453283	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/006/SRR5168156/SRR5168156.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/006/SRR5168156/SRR5168156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/006/SRR5168156/SRR5168156_2.fastq.gz	80d35a9fac0e473841e981449bcb2e9c;4fbdb472f67a5a90913ff4c786bd518f;a74098d7307a0c0cc6783622fd0103fd	57913851;660443965;681476308			
SRR5168158	PRJNA360958	SRP096571	SRX2485045	SAMN06219555	SRS1916826	GSM2453284_r1	GSM2453284	GSM2453284	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/008/SRR5168158/SRR5168158.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/008/SRR5168158/SRR5168158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/008/SRR5168158/SRR5168158_2.fastq.gz	48c310adf4f509f9a176a747a1caa166;52820e553166e479fe12e8f84b25029e;5f97ae18de24b9a63bde903a4da0420d	54588454;750442587;768317516			
SRR5168159	PRJNA360958	SRP096571	SRX2485045	SAMN06219555	SRS1916826	GSM2453284_r2	GSM2453284	GSM2453284	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/009/SRR5168159/SRR5168159.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/009/SRR5168159/SRR5168159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/009/SRR5168159/SRR5168159_2.fastq.gz	a676a2c9bbfdb7c86a2cf76a72672648;b5e46dfa9cfdd2b2ed7a74a02968c087;4e2141e65ff2c7766d56fbf53175e2f1	52588989;703979994;720920386			
SRR5168161	PRJNA360958	SRP096571	SRX2485045	SAMN06219555	SRS1916826	GSM2453284_r4	GSM2453284	GSM2453284	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/001/SRR5168161/SRR5168161.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/001/SRR5168161/SRR5168161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/001/SRR5168161/SRR5168161_2.fastq.gz	95c388e75960e11d26cf9832cf9363a5;42c346ef654436760788018d5786145c;3c9b08ce84d8dd4954d286a457e1aff6	53586279;721797830;736450144			
SRR5168165	PRJNA360958	SRP096571	SRX2485045	SAMN06219555	SRS1916826	GSM2453284_r8	GSM2453284	GSM2453284	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/005/SRR5168165/SRR5168165.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/005/SRR5168165/SRR5168165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/005/SRR5168165/SRR5168165_2.fastq.gz	05a2bdb2de417bf7bbf17196b712c7eb;b1f5a69c2dc1cec69db6ba5c45e1c4ff;9e5e2cabd87b546e9bcfc44078218afe	51780071;713994506;727254900			
SRR5168169	PRJNA360958	SRP096571	SRX2485049	SAMN06217796	SRS1915328	GSM2453288_r1	GSM2453288	GSM2453288	Mus musculus	ChIP-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/009/SRR5168169/SRR5168169.fastq.gz	b93eb679002228f5802b0d66af2c5568	1480304124			
SRR5168172	PRJNA360958	SRP096571	SRX2485052	SAMN06217793	SRS1915331	GSM2453291_r1	GSM2453291	GSM2453291	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/002/SRR5168172/SRR5168172.fastq.gz	b42daf75ad026f4742786b33715d96f7	1235115551			
SRR5168176	PRJNA360958	SRP096571	SRX2485054	SAMN06217791	SRS1915333	GSM2453293_r1	GSM2453293	GSM2453293	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/006/SRR5168176/SRR5168176.fastq.gz	4d2c13ede9b9189fae248e8c07333c1c	1360475018			
SRR5168183	PRJNA360958	SRP096571	SRX2485057	SAMN06217811	SRS1915336	GSM2453296_r2	GSM2453296	GSM2453296	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/003/SRR5168183/SRR5168183.fastq.gz	1ea3941a151fbc603cc34ac495a73568	1310601629			
SRR5168186	PRJNA360958	SRP096571	SRX2485059	SAMN06217809	SRS1915338	GSM2453298_r1	GSM2453298	GSM2453298	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/006/SRR5168186/SRR5168186.fastq.gz	f874e3e1871d3c9568ab0aafb5415cf2	892061548			
SRR5168189	PRJNA360958	SRP096571	SRX2485060	SAMN06217808	SRS1915339	GSM2453299_r2	GSM2453299	GSM2453299	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/009/SRR5168189/SRR5168189.fastq.gz	678b57cb00493de810168e7303bc2d8f	653153891			
SRR5168191	PRJNA360958	SRP096571	SRX2485061	SAMN06217807	SRS1915340	GSM2453300_r2	GSM2453300	GSM2453300	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/001/SRR5168191/SRR5168191.fastq.gz	c66dc1c9bd51dc23dfcc204b0d68a4e5	1349637509			
SRR5168195	PRJNA360958	SRP096571	SRX2485063	SAMN06217790	SRS1915342	GSM2453302_r2	GSM2453302	GSM2453302	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/005/SRR5168195/SRR5168195.fastq.gz	6110763f6a13c53417cf8ab2251687ba	1443393795			
SRR5928314	PRJNA360958	SRP096571	SRX3088632	SAMN07499438	SRS2426363	GSM2740561_r2	GSM2740561	GSM2740561	Mus musculus	ChIP-Seq	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR592/004/SRR5928314/SRR5928314.fastq.gz	db9f570114484aa152bdab1d0c0b013c	2593999328			
SRR5928315	PRJNA360958	SRP096571	SRX3088633	SAMN07499437	SRS2426364	GSM2740562_r1	GSM2740562	GSM2740562	Mus musculus	ChIP-Seq	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR592/005/SRR5928315/SRR5928315.fastq.gz	e60b6f4d720ac32b05f277e8e2b2c54f	2109988007			
SRR5928318	PRJNA360958	SRP096571	SRX3088634	SAMN07499436	SRS2426365	GSM2740563_r2	GSM2740563	GSM2740563	Mus musculus	ChIP-Seq	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR592/008/SRR5928318/SRR5928318.fastq.gz	cf7b8bd18908eefbd83ab49bbe5088a7	2274307174			
SRR5928320	PRJNA360958	SRP096571	SRX3088636	SAMN07499434	SRS2426367	GSM2740565_r1	GSM2740565	GSM2740565	Mus musculus	ChIP-Seq	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR592/000/SRR5928320/SRR5928320.fastq.gz	5b4681f7964028ba1e2f1624f1d49ac5	2216005156			
